image_name,image_id,url_working,date_of_check,flicker_license_id,license_date_change,old_license,old_license_url,new_license,new_license_url
105806535.jpg,105806535,1,1708894316,6,1141136266,Attribution-NoDerivs License,https://creativecommons.org/licenses/by-nd/2.0/,,
101001624.jpg,101001624,1,1708894060,5,1140229572,Attribution-ShareAlike License,https://creativecommons.org/licenses/by-sa/2.0/,,
1003163366.jpg,1003163366,1,1708894026,3,1289764745,All Rights Reserved,,Attribution-NonCommercial-NoDerivs License,https://creativecommons.org/licenses/by-nc-nd/2.0/
105493628.jpg,105493628,1,1708894293,1,1141082633,Attribution-NonCommercial-ShareAlike License,https://creativecommons.org/licenses/by-nc-sa/2.0/,,
1016887272.jpg,1016887272,1,1708894112,0,1186312401,All Rights Reserved,,,
100716317.jpg,100716317,1,1708894042,3,1140162301,Attribution-NonCommercial-NoDerivs License,https://creativecommons.org/licenses/by-nc-nd/2.0/,,
1003163366.jpg,1003163366,1,1708894027,3,1289764745,All Rights Reserved,,Attribution-NonCommercial-NoDerivs License,https://creativecommons.org/licenses/by-nc-nd/2.0/
1000366164.jpg,1000366164,1,1708894004,3,1186171633,Attribution-NonCommercial-NoDerivs License,https://creativecommons.org/licenses/by-nc-nd/2.0/,,
1032460886.jpg,1032460886,1,1708894197,0,1186434753,All Rights Reserved,,,
1030985833.jpg,1030985833,1,1708894185,0,1186430138,All Rights Reserved,,,
1053116826.jpg,1053116826,1,1708894281,1,1186596006,Attribution-NonCommercial-ShareAlike License,https://creativecommons.org/licenses/by-nc-sa/2.0/,,
1066252238.jpg,1066252238,1,1708894349,3,1186705313,Attribution-NonCommercial-NoDerivs License,https://creativecommons.org/licenses/by-nc-nd/2.0/,,
1027211271.jpg,1027211271,1,1708894165,3,1186400344,Attribution-NonCommercial-NoDerivs License,https://creativecommons.org/licenses/by-nc-nd/2.0/,,
1051953669.jpg,1051953669,1,1708894275,3,1417461182,Attribution-NonCommercial-ShareAlike License,https://creativecommons.org/licenses/by-nc-sa/2.0/,Attribution-NonCommercial-NoDerivs License,https://creativecommons.org/licenses/by-nc-nd/2.0/
101093045.jpg,101093045,1,1708894075,4,1140253480,Attribution License,https://creativecommons.org/licenses/by/2.0/,,
1001545525.jpg,1001545525,1,1708894012,1,1186188107,Attribution-NonCommercial-ShareAlike License,https://creativecommons.org/licenses/by-nc-sa/2.0/,,
103631543.jpg,103631543,1,1708894215,3,1140747951,Attribution-NonCommercial-NoDerivs License,https://creativecommons.org/licenses/by-nc-nd/2.0/,,
10287332.jpg,10287332,1,1708894172,1,1114111908,Attribution-NonCommercial-ShareAlike License,https://creativecommons.org/licenses/by-nc-sa/2.0/,,
1051290485.jpg,1051290485,1,1708894274,4,1186588129,Attribution License,https://creativecommons.org/licenses/by/2.0/,,
1028205764.jpg,1028205764,1,1708894167,3,1186401530,Attribution-NonCommercial-NoDerivs License,https://creativecommons.org/licenses/by-nc-nd/2.0/,,
1034985636.jpg,1034985636,1,1708894205,1,1186454037,Attribution-NonCommercial-ShareAlike License,https://creativecommons.org/licenses/by-nc-sa/2.0/,,
102351840.jpg,102351840,1,1708894147,0,1140479416,All Rights Reserved,,,
102268204.jpg,102268204,1,1708894144,6,1140468071,Attribution-NoDerivs License,https://creativecommons.org/licenses/by-nd/2.0/,,
1031973097.jpg,1031973097,1,1708894192,1,1186437520,Attribution-NonCommercial-ShareAlike License,https://creativecommons.org/licenses/by-nc-sa/2.0/,,
1001465944.jpg,1001465944,1,1708894010,3,1186180376,Attribution-NonCommercial-NoDerivs License,https://creativecommons.org/licenses/by-nc-nd/2.0/,,
106300392.jpg,106300392,1,1708894333,3,1254149457,All Rights Reserved,,Attribution-NonCommercial-NoDerivs License,https://creativecommons.org/licenses/by-nc-nd/2.0/
1051953669.jpg,1051953669,1,1708894275,3,1417461182,Attribution-NonCommercial-ShareAlike License,https://creativecommons.org/licenses/by-nc-sa/2.0/,Attribution-NonCommercial-NoDerivs License,https://creativecommons.org/licenses/by-nc-nd/2.0/
105493628.jpg,105493628,1,1708894294,1,1141082633,Attribution-NonCommercial-ShareAlike License,https://creativecommons.org/licenses/by-nc-sa/2.0/,,
1044798682.jpg,1044798682,1,1708894244,3,1256596163,Attribution-NonCommercial-ShareAlike License,https://creativecommons.org/licenses/by-nc-sa/2.0/,Attribution-NonCommercial-NoDerivs License,https://creativecommons.org/licenses/by-nc-nd/2.0/
103306033.jpg,103306033,1,1708894198,3,1140673655,Attribution-NonCommercial-NoDerivs License,https://creativecommons.org/licenses/by-nc-nd/2.0/,,
1022454428.jpg,1022454428,1,1708894140,0,1186355502,All Rights Reserved,,,
104816788.jpg,104816788,1,1708894260,3,1140985294,Attribution-NonCommercial-NoDerivs License,https://creativecommons.org/licenses/by-nc-nd/2.0/,,
10287332.jpg,10287332,1,1708894171,1,1114111908,Attribution-NonCommercial-ShareAlike License,https://creativecommons.org/licenses/by-nc-sa/2.0/,,
105335409.jpg,105335409,1,1708894284,3,1141060750,Attribution-NonCommercial-NoDerivs License,https://creativecommons.org/licenses/by-nc-nd/2.0/,,
1045309098.jpg,1045309098,1,1708894248,4,1186533947,Attribution License,https://creativecommons.org/licenses/by/2.0/,,
10101477.jpg,10101477,1,1708894068,3,1114003511,Attribution-NonCommercial-NoDerivs License,https://creativecommons.org/licenses/by-nc-nd/2.0/,,
1015584366.jpg,1015584366,1,1708894099,0,1186300552,All Rights Reserved,,,
1026792563.jpg,1026792563,1,1708894161,3,1186396597,Attribution-NonCommercial-NoDerivs License,https://creativecommons.org/licenses/by-nc-nd/2.0/,,
1017675163.jpg,1017675163,1,1708894114,3,1186326072,Attribution-NonCommercial-NoDerivs License,https://creativecommons.org/licenses/by-nc-nd/2.0/,,
1007129816.jpg,1007129816,1,1708894041,0,1186230083,All Rights Reserved,,,
